DATAFLOW,LAST UPDATE,freq,unit,sex,age,regis_es,duration,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Belgium,2014,54.6,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Belgium,2015,49.9,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Belgium,2016,48.6,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Belgium,2017,53.2,b
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Belgium,2018,44.3,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Belgium,2019,28.0,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Belgium,2020,46.7,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Belgium,2021,17.7,bu
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Belgium,2022,15.8,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Belgium,2023,16.1,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Bulgaria,2014,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Bulgaria,2015,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Bulgaria,2016,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Bulgaria,2017,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Bulgaria,2018,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Bulgaria,2019,,bu
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Bulgaria,2020,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Bulgaria,2021,,bu
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Bulgaria,2022,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Bulgaria,2023,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Switzerland,2014,10.2,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Switzerland,2015,15.1,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Switzerland,2016,13.0,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Switzerland,2017,17.7,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Switzerland,2018,14.1,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Switzerland,2019,17.9,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Switzerland,2020,18.4,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Switzerland,2021,25.3,b
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Switzerland,2022,28.1,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Switzerland,2023,23.9,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Cyprus,2014,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Cyprus,2015,24.1,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Cyprus,2016,17.9,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Cyprus,2017,27.0,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Cyprus,2018,29.2,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Cyprus,2019,41.0,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Cyprus,2020,35.0,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Cyprus,2021,22.0,bu
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Cyprus,2022,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Cyprus,2023,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Czechia,2014,35.3,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Czechia,2015,30.8,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Czechia,2016,35.5,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Czechia,2017,39.5,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Czechia,2018,40.2,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Czechia,2019,47.3,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Czechia,2020,32.0,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Czechia,2021,37.8,b
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Czechia,2022,36.3,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Czechia,2023,31.9,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Germany,2014,55.6,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Germany,2015,55.6,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Germany,2016,53.8,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Germany,2017,46.9,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Germany,2018,44.4,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Germany,2019,45.4,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Germany,2021,25.8,b
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Germany,2022,27.2,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Germany,2023,33.7,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Denmark,2014,26.6,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Denmark,2015,18.2,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Denmark,2016,20.5,b
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Denmark,2017,24.1,b
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Denmark,2018,29.9,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Denmark,2019,27.7,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Denmark,2020,30.7,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Denmark,2021,17.5,b
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Denmark,2022,16.8,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Denmark,2023,15.0,b
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Euro area – 20 countries (from 2023),2014,33.9,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Euro area – 20 countries (from 2023),2015,30.7,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Euro area – 20 countries (from 2023),2016,31.4,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Euro area – 20 countries (from 2023),2017,29.7,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Euro area – 20 countries (from 2023),2018,32.1,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Euro area – 20 countries (from 2023),2019,29.9,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Euro area – 20 countries (from 2023),2020,31.6,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Euro area – 20 countries (from 2023),2021,29.6,b
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Euro area – 20 countries (from 2023),2022,26.5,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Euro area – 20 countries (from 2023),2023,28.4,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Estonia,2014,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Estonia,2015,27.1,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Estonia,2016,27.1,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Estonia,2017,20.1,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Estonia,2018,20.5,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Estonia,2019,25.8,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Estonia,2020,32.1,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Estonia,2021,,bu
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Estonia,2022,18.9,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Estonia,2023,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Greece,2014,32.6,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Greece,2015,34.5,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Greece,2016,32.2,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Greece,2017,39.4,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Greece,2018,43.6,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Greece,2019,41.4,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Greece,2020,48.6,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Greece,2021,45.2,b
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Greece,2022,40.7,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Greece,2023,30.6,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Spain,2014,31.9,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Spain,2015,27.5,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Spain,2016,31.3,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Spain,2017,28.8,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Spain,2018,32.4,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Spain,2019,28.4,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Spain,2020,35.6,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Spain,2021,29.2,bd
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Spain,2022,29.1,d
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Spain,2023,32.8,d
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,European Union - 27 countries (from 2020),2014,29.2,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,European Union - 27 countries (from 2020),2015,26.7,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,European Union - 27 countries (from 2020),2016,27.5,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,European Union - 27 countries (from 2020),2017,25.7,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,European Union - 27 countries (from 2020),2018,27.7,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,European Union - 27 countries (from 2020),2019,25.6,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,European Union - 27 countries (from 2020),2020,25.8,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,European Union - 27 countries (from 2020),2021,27.4,b
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,European Union - 27 countries (from 2020),2022,24.7,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,European Union - 27 countries (from 2020),2023,26.0,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Finland,2014,45.3,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Finland,2015,48.0,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Finland,2016,37.9,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Finland,2017,39.4,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Finland,2018,39.7,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Finland,2019,33.0,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Finland,2020,35.2,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Finland,2021,37.7,b
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Finland,2022,35.4,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Finland,2023,39.3,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,France,2014,32.1,b
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,France,2015,24.9,u
